old_path,wp_id,type,words,language,bucket,target_content_type,target_path,merge_canonical,reason
"/intensive-english-london/","13779","page","168","TR","KEEP","summerProgramme","/tr/yaz-okullari/intensive-english-london/","","Root-level summer programme (168w) - must NOT be confused with the same-named university page"
"/bucksmore-education-brighton/","13772","page","175","TR","KEEP","summerProgramme","/tr/yaz-okullari/bucksmore-education-brighton/","","Root-level summer programme (175w) - must NOT be confused with the same-named university page"
"/skola-regent-park-london/","13767","page","167","TR","KEEP","summerProgramme","/tr/yaz-okullari/skola-regent-park-london/","","Root-level summer programme (167w) - must NOT be confused with the same-named university page"
"/sir-christopher-cambridge/","13754","page","163","TR","KEEP","summerProgramme","/tr/yaz-okullari/sir-christopher-cambridge/","","Root-level summer programme (163w) - must NOT be confused with the same-named university page"
"/sir-micheal-cambridge/","13749","page","161","TR","KEEP","summerProgramme","/tr/yaz-okullari/sir-micheal-cambridge/","","Root-level summer programme (161w) - must NOT be confused with the same-named university page"
"/sir-edward-cambridge/","13744","page","159","TR","KEEP","summerProgramme","/tr/yaz-okullari/sir-edward-cambridge/","","Root-level summer programme (159w) - must NOT be confused with the same-named university page"
"/turlar/","13411","page","716","TR","KEEP","tour","/tr/turlar/","","716w tour catalogue: England / Europe / Italy itineraries with day-by-day city lists and a EUR price; the only revenue line outside education"
"/summer-schools/","13185","page","901","TR","KEEP","page","/tr/yaz-okullari/","","901w - the longest page on the site; the real summer-schools hub. Note the slug is English while the content is Turkish"
"/ingiltere-yatili-okullar/","13153","page","472","TR","KEEP","page","/tr/yatili-okullar/","","472w UK boarding-schools hub; all 5 of its child links point at dead /boarding-schools/* and /yatili-okullar/* URLs"
"/yatili-okullar2/oxford-international-college-2/","13144","page","313","TR","MERGE","","","/yatili-okullar2/oxford-international-college-brighton/","BYTE-IDENTICAL body (Jaccard 1.00) - literal duplicate"
"/","12883","page","524","TR","REWRITE","page","/tr/","","Homepage: 524w Elementor build, 14 images all without alt text, links to 10 dead /irlanda + /course/* URLs; rebuild in the new design system"
"/yeni-zelanda-universiteler/","12724","page","306","TR","KEEP","page","/tr/universiteler/yeni-zelanda/","","Country landing page (306w) for university in NZ; genuine market prose"
"/kanada-universiteler/","12714","page","252","TR","KEEP","page","/tr/universiteler/kanada/","","Country landing page (252w) for university in CA; genuine market prose"
"/irlanda-universiteler/","12707","page","250","TR","KEEP","page","/tr/universiteler/irlanda/","","Country landing page (250w) for university in IE; genuine market prose"
"/avustralya-universiteler/","12691","page","316","TR","KEEP","page","/tr/universiteler/avustralya/","","Country landing page (316w) for university in AU; genuine market prose"
"/amerika-universiteler/","12642","page","397","TR","KEEP","page","/tr/universiteler/amerika/","","Country landing page (397w) for university in US; genuine market prose"
"/ingiltere-universiteler/","12587","page","539","TR","KEEP","page","/tr/universiteler/ingiltere/","","Country landing page (539w) for university in GB; genuine market prose"
"/english-path-dubai/","12532","page","136","TR","KEEP","institution/languageSchool","/tr/dil-okullari/dubai/english-path-dubai/","","Root-level language-school branch (136w)"
"/dil-okullari/dubai-dil-okullari/","12525","page","434","TR","KEEP","page","/tr/dil-okullari/dubai/","","Country landing page for language schools in AE (434w)"
"/irlanda-dil-okullari/","12362","page","476","TR","MERGE","","","/dil-okullari/ireland/","Root Ireland hub (476w) duplicates the nested /dil-okullari/ireland/ (10w stub)"
"/oxford-international-new-york/","12398","page","314","TR","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/oxford-international-new-york/","","Root-level language-school branch (314w)"
"/ec-english-vancouver/","12389","page","176","TR","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/ec-english-vancouver/","","Root-level language-school branch (176w)"
"/oxford-international-vancouver/","12380","page","171","TR","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/oxford-international-vancouver/","","Root-level language-school branch (171w)"
"/english-path-brisbane/","12371","page","194","TR","KEEP","institution/languageSchool","/tr/dil-okullari/avustralya/english-path-brisbane/","","Root-level language-school branch (194w)"
"/oxford-international-melbourne/","12360","page","128","TR","KEEP","institution/languageSchool","/tr/dil-okullari/avustralya/oxford-international-melbourne/","","Root-level language-school branch (128w)"
"/english-path-malta/","12335","page","171","TR","KEEP","institution/languageSchool","/tr/dil-okullari/malta/english-path-malta/","","Root-level language-school branch (171w)"
"/dil-okullari/uk/londra-dil-okullari/","11558","page","167","TR","KEEP","page","/tr/dil-okullari/ingiltere/londra/","","City landing page (167w) for UK language schools"
"/twin-english-centres-dublin/","12320","page","178","TR","KEEP","institution/languageSchool","/tr/dil-okullari/irlanda/twin-english-centres-dublin/","","Root-level language-school branch (178w)"
"/oxford-international/","12309","page","152","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/oxford-international/","","Root-level language-school branch (152w)"
"/kaplan-international-oxford/","12300","page","185","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/kaplan-international-oxford/","","Root-level language-school branch (185w)"
"/st-giles-oxford/","12291","page","160","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/st-giles-oxford/","","Root-level language-school branch (160w)"
"/lsi-cambridge/","12281","page","167","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/lsi-cambridge/","","Root-level language-school branch (167w)"
"/kaplan-international/","12272","page","312","TR","REWRITE","institution/languageSchool","/tr/dil-okullari/ingiltere/kaplan-international/","","Slug is the brand name but the content is Kaplan International Cambridge specifically"
"/ec-english-cambridge/","12264","page","118","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/ec-english-cambridge/","","Root-level language-school branch (118w)"
"/st-giles-cambridge/","12255","page","170","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/st-giles-cambridge/","","Root-level language-school branch (170w)"
"/stafford-house-cambridge/","12243","page","142","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/stafford-house-cambridge/","","Root-level language-school branch (142w)"
"/edskills-language-school/","12229","page","148","TR","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/edskills-language-school/","","Root-level language-school branch (148w)"
"/english-path-birmingham/","12220","page","133","TR","KEEP","institution/languageSchool","/tr/dil-okullari/ingiltere/english-path-birmingham/","","Root-level language-school branch (133w)"
"/elementor-sayfa-12208/","12208","page","174","TR","REWRITE","institution/languageSchool","/tr/dil-okullari/ingiltere/oxford-international-londra-greenwich/","","Real content (Oxford International London Greenwich, 174w) trapped behind an auto-generated Elementor slug"
"/marshall-university/","12196","page","217","TR","KEEP","institution/university","/tr/universiteler/amerika/marshall-university/","","Non-UK university profile (217w, US) sitting at the site root instead of under /universiteler/"
"/university-of-nebraska-omaha/","12190","page","245","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-nebraska-omaha/","","Non-UK university profile (245w, US) sitting at the site root instead of under /universiteler/"
"/towson-university/","12184","page","243","TR","KEEP","institution/university","/tr/universiteler/amerika/towson-university/","","Non-UK university profile (243w, US) sitting at the site root instead of under /universiteler/"
"/california-state-university-san-marcos/","12178","page","295","TR","KEEP","institution/university","/tr/universiteler/amerika/california-state-university-san-marcos/","","Non-UK university profile (295w, US) sitting at the site root instead of under /universiteler/"
"/syracuse-university/","12172","page","339","TR","KEEP","institution/university","/tr/universiteler/amerika/syracuse-university/","","Non-UK university profile (339w, US) sitting at the site root instead of under /universiteler/"
"/washington-state-university/","12155","page","269","TR","KEEP","institution/university","/tr/universiteler/amerika/washington-state-university/","","Non-UK university profile (269w, US) sitting at the site root instead of under /universiteler/"
"/university-of-oklahoma/","12149","page","378","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-oklahoma/","","Non-UK university profile (378w, US) sitting at the site root instead of under /universiteler/"
"/texas-state-university/","12137","page","318","TR","KEEP","institution/university","/tr/universiteler/amerika/texas-state-university/","","Non-UK university profile (318w, US) sitting at the site root instead of under /universiteler/"
"/southern-illinois-university-carbondale/","12122","page","390","TR","KEEP","institution/university","/tr/universiteler/amerika/southern-illinois-university-carbondale/","","Non-UK university profile (390w, US) sitting at the site root instead of under /universiteler/"
"/san-francisco-state-university/","12051","page","161","TR","KEEP","institution/university","/tr/universiteler/amerika/san-francisco-state-university/","","Non-UK university profile (161w, US) sitting at the site root instead of under /universiteler/"
"/mercy-university/","12045","page","139","TR","KEEP","institution/university","/tr/universiteler/amerika/mercy-university/","","Non-UK university profile (139w, US) sitting at the site root instead of under /universiteler/"
"/university-of-massachusetts/","12039","page","163","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-massachusetts/","","Non-UK university profile (163w, US) sitting at the site root instead of under /universiteler/"
"/western-washington-university/","12033","page","202","TR","KEEP","institution/university","/tr/universiteler/amerika/western-washington-university/","","Non-UK university profile (202w, US) sitting at the site root instead of under /universiteler/"
"/lipscomb-university/","12027","page","168","TR","KEEP","institution/university","/tr/universiteler/amerika/lipscomb-university/","","Non-UK university profile (168w, US) sitting at the site root instead of under /universiteler/"
"/texas-am-university/","12021","page","228","TR","KEEP","institution/university","/tr/universiteler/amerika/texas-a-m-university/","","Non-UK university profile (228w, US) sitting at the site root instead of under /universiteler/"
"/university-of-hartford/","12015","page","191","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-hartford/","","Non-UK university profile (191w, US) sitting at the site root instead of under /universiteler/"
"/depaul-university/","12009","page","189","TR","KEEP","institution/university","/tr/universiteler/amerika/depaul-university/","","Non-UK university profile (189w, US) sitting at the site root instead of under /universiteler/"
"/james-madison-university/","12003","page","182","TR","KEEP","institution/university","/tr/universiteler/amerika/james-madison-university/","","Non-UK university profile (182w, US) sitting at the site root instead of under /universiteler/"
"/florida-atlantic-university/","11997","page","157","TR","KEEP","institution/university","/tr/universiteler/ingiltere/florida-atlantic-university/","","Non-UK university profile (157w, GB) sitting at the site root instead of under /universiteler/"
"/simmons-university/","11991","page","151","TR","KEEP","institution/university","/tr/universiteler/amerika/simmons-university/","","Non-UK university profile (151w, US) sitting at the site root instead of under /universiteler/"
"/arizona-state-university/","11985","page","169","TR","KEEP","institution/university","/tr/universiteler/amerika/arizona-state-university/","","Non-UK university profile (169w, US) sitting at the site root instead of under /universiteler/"
"/university-of-connecticut/","11979","page","156","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-connecticut/","","Non-UK university profile (156w, US) sitting at the site root instead of under /universiteler/"
"/pace-university/","11952","page","152","TR","KEEP","institution/university","/tr/universiteler/amerika/pace-university/","","Non-UK university profile (152w, US) sitting at the site root instead of under /universiteler/"
"/dil-okullari/ingiltere-dil-okullari/","11882","page","536","TR","MERGE","","","/dil-okullari/uk/","Second UK language-school hub (536w) competing with /dil-okullari/uk/ (33w). KEEP the prose, retire the URL"
"/dil-okullari/uk/birmingham-dil-okullari/","11876","page","153","TR","KEEP","page","/tr/dil-okullari/ingiltere/birmingham/","","City landing page (153w) for UK language schools"
"/dil-okullari/uk/cambridge-dil-okullari/","11864","page","143","TR","KEEP","page","/tr/dil-okullari/ingiltere/cambridge/","","City landing page (143w) for UK language schools"
"/dil-okullari/uk/oxford-dil-okullari/","11824","page","116","TR","KEEP","page","/tr/dil-okullari/ingiltere/oxford/","","City landing page (116w) for UK language schools"
"/university-of-massachusetts-amherst/","11817","page","176","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-massachusetts-amherst/","","Non-UK university profile (176w, US) sitting at the site root instead of under /universiteler/"
"/thomas-jefferson-university/","11811","page","177","TR","KEEP","institution/university","/tr/universiteler/amerika/thomas-jefferson-university/","","Non-UK university profile (177w, US) sitting at the site root instead of under /universiteler/"
"/new-england-college/","11805","page","167","TR","KEEP","institution/university","/tr/universiteler/amerika/new-england-college/","","Non-UK university profile (167w, US) sitting at the site root instead of under /universiteler/"
"/montclair-state-university/","11799","page","193","TR","KEEP","institution/university","/tr/universiteler/amerika/montclair-state-university/","","Non-UK university profile (193w, US) sitting at the site root instead of under /universiteler/"
"/long-island-university/","11792","page","177","TR","KEEP","institution/university","/tr/universiteler/amerika/long-island-university/","","Non-UK university profile (177w, US) sitting at the site root instead of under /universiteler/"
"/fisher-college/","11786","page","156","TR","KEEP","institution/university","/tr/universiteler/amerika/fisher-college/","","Non-UK university profile (156w, US) sitting at the site root instead of under /universiteler/"
"/illinois-state-university/","11779","page","178","TR","KEEP","institution/university","/tr/universiteler/amerika/illinois-state-university/","","Non-UK university profile (178w, US) sitting at the site root instead of under /universiteler/"
"/hofstra-university/","11773","page","173","TR","KEEP","institution/university","/tr/universiteler/amerika/hofstra-university/","","Non-UK university profile (173w, US) sitting at the site root instead of under /universiteler/"
"/university-of-arizona/","11767","page","189","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-arizona/","","Non-UK university profile (189w, US) sitting at the site root instead of under /universiteler/"
"/university-of-alabama-at-birmingham/","11761","page","152","TR","KEEP","institution/university","/tr/universiteler/amerika/university-of-alabama-at-birmingham/","","Non-UK university profile (152w, US) sitting at the site root instead of under /universiteler/"
"/suffolk-university/","11755","page","151","TR","KEEP","institution/university","/tr/universiteler/amerika/suffolk-university/","","Non-UK university profile (151w, US) sitting at the site root instead of under /universiteler/"
"/saint-louis-university/","11749","page","181","TR","KEEP","institution/university","/tr/universiteler/amerika/saint-louis-university/","","Non-UK university profile (181w, US) sitting at the site root instead of under /universiteler/"
"/oregon-state-university/","11743","page","163","TR","KEEP","institution/university","/tr/universiteler/amerika/oregon-state-university/","","Non-UK university profile (163w, US) sitting at the site root instead of under /universiteler/"
"/george-mason-university/","11737","page","172","TR","KEEP","institution/university","/tr/universiteler/amerika/george-mason-university/","","Non-UK university profile (172w, US) sitting at the site root instead of under /universiteler/"
"/colorado-state-university/","11731","page","236","TR","KEEP","institution/university","/tr/universiteler/amerika/colorado-state-university/","","Non-UK university profile (236w, US) sitting at the site root instead of under /universiteler/"
"/drew-university/","11725","page","209","TR","KEEP","institution/university","/tr/universiteler/amerika/drew-university/","","Non-UK university profile (209w, US) sitting at the site root instead of under /universiteler/"
"/university-college-dublin/","11711","page","286","TR","KEEP","institution/university","/tr/universiteler/irlanda/university-college-dublin/","","Non-UK university profile (286w, IE) sitting at the site root instead of under /universiteler/"
"/massey-university/","11705","page","199","TR","KEEP","institution/university","/tr/universiteler/yeni-zelanda/massey-university/","","Non-UK university profile (199w, NZ) sitting at the site root instead of under /universiteler/"
"/university-of-alberta/","11699","page","198","TR","KEEP","institution/university","/tr/universiteler/kanada/university-of-alberta/","","Non-UK university profile (198w, CA) sitting at the site root instead of under /universiteler/"
"/university-of-victoria/","11694","page","181","TR","KEEP","institution/university","/tr/universiteler/kanada/university-of-victoria/","","Non-UK university profile (181w, CA) sitting at the site root instead of under /universiteler/"
"/university-of-newcastle/","11683","page","441","TR","KEEP","institution/university","/tr/universiteler/ingiltere/university-of-newcastle/","","Non-UK university profile (441w, GB) sitting at the site root instead of under /universiteler/"
"/university-of-adelaide/","11677","page","469","TR","KEEP","institution/university","/tr/universiteler/avustralya/university-of-adelaide/","","Non-UK university profile (469w, AU) sitting at the site root instead of under /universiteler/"
"/murdoch-university/","11671","page","409","TR","KEEP","institution/university","/tr/universiteler/avustralya/murdoch-university/","","Non-UK university profile (409w, AU) sitting at the site root instead of under /universiteler/"
"/elementor-sayfa-11663/","11663","page","384","TR","KEEP","institution/university","/tr/universiteler/avustralya/universal-higher-education/","","Non-UK university profile (384w, AU) sitting at the site root instead of under /universiteler/"
"/university-of-notre-dame/","11651","page","363","TR","KEEP","institution/university","/tr/universiteler/ingiltere/the-university-of-notre-dame/","","Non-UK university profile (363w, GB) sitting at the site root instead of under /universiteler/"
"/elementor-sayfa-11642/","11642","page","325","TR","KEEP","institution/university","/tr/universiteler/avustralya/university-of-western-australia/","","Non-UK university profile (325w, AU) sitting at the site root instead of under /universiteler/"
"/dil-okullari/ec-english-dublin/","10063","page","138","TR","KEEP","languageSchool","/tr/dil-okullari/ec-english-dublin/","","Provider/brand overview page (138w) - becomes a languageSchool ""brand"" record with child branches"
"/dil-okullari/uk/oxford-international-college/","11003","page","164","TR","REWRITE","institution/languageSchool","/tr/dil-okullari/ingiltere/oxford-international-college/","","Boarding-school content mis-filed under language schools; 3-way duplicate with the two /yatili-okullar2/ OIC pages"
"/universiteler/colorado-state-university/","10686","page","98","EN","MERGE","","","/colorado-state-university/","98w English legacy-template version of the 236w Turkish root page; same institution"
"/my-account/","10645","page","1","EMPTY/STUB","DROP-410","","","","WooCommerce account page (plugin artefact, [woocommerce_my_account] only)"
"/checkout/","10644","page","0","EMPTY/STUB","DROP-410","","","","WooCommerce checkout page (plugin artefact, 0 words)"
"/cart/","10643","page","13","EMPTY/STUB","DROP-410","","","","WooCommerce cart page (plugin artefact, 13 words, live 200)"
"/yatili-okullar2/bosworth-independent-school/","10609","page","275","TR","KEEP","institution/boardingSchool","/tr/yatili-okullar/bosworth-independent-school/","","Boarding school (275w). Extractable: fees=true programmes=true accommodation=true"
"/yatili-okullar2/north-bridge-house-school/","10554","page","301","TR","KEEP","institution/boardingSchool","/tr/yatili-okullar/north-bridge-house-school/","","Boarding school (301w). Extractable: fees=true programmes=true accommodation=true"
"/yatili-okullar2/oxford-international-college-brighton/","10537","page","313","TR","KEEP","institution/boardingSchool","/tr/yatili-okullar/oxford-international-college-brighton/","","Boarding school (313w). Extractable: fees=true programmes=true accommodation=true"
"/dil-okullari/ireland/english-path-dublin-2/","10498","page","645","EN","KEEP","institution/languageSchool","/tr/dil-okullari/irlanda/english-path-dublin/","","Language-school branch page (645w, EN)"
"/dil-okullari/uk/brighton-dil-okullari/","10335","page","156","TR","KEEP","page","/tr/dil-okullari/ingiltere/brighton/","","City landing page (156w) for UK language schools"
"/dil-okullari/amerika-dil-okullari/ec-english-school-in-san-francisco/","10414","page","260","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/ec-english-school-in-san-francisco/","","Language-school branch page (260w, EN)"
"/dil-okullari/amerika-dil-okullari/ec-english-school-in-san-diego/","10409","page","278","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/ec-english-school-in-san-diego/","","Language-school branch page (278w, EN)"
"/dil-okullari/amerika-dil-okullari/ec-english-new-york/","10404","page","294","TR","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/ec-english-new-york/","","Language-school branch page (294w, TR)"
"/dil-okullari/amerika-dil-okullari/ec-english-los-angeles/","10399","page","339","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/ec-english-los-angeles/","","Language-school branch page (339w, EN)"
"/dil-okullari/amerika-dil-okullari/ec-english-school-in-boston/","10394","page","341","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/ec-english-school-in-boston/","","Language-school branch page (341w, EN)"
"/dil-okullari/amerika-dil-okullari/lsi-san-francisco-berkeley/","10389","page","318","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/lsi-san-francisco-berkeley/","","Language-school branch page (318w, EN)"
"/dil-okullari/amerika-dil-okullari/lsi-san-diego/","10384","page","275","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/lsi-san-diego/","","Language-school branch page (275w, EN)"
"/dil-okullari/amerika-dil-okullari/lsi-new-york/","10379","page","250","TR","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/lsi-new-york/","","Language-school branch page (250w, TR)"
"/dil-okullari/amerika-dil-okullari/lsi-boston/","10374","page","172","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/lsi-boston/","","Language-school branch page (172w, EN)"
"/dil-okullari/amerika-dil-okullari/kaplan-international-new-york/","10369","page","401","TR","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/kaplan-international-new-york/","","Language-school branch page (401w, TR)"
"/dil-okullari/amerika-dil-okullari/kaplan-international-los-angeles/","10364","page","364","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/kaplan-international-los-angeles/","","Language-school branch page (364w, EN)"
"/dil-okullari/amerika-dil-okullari/kaplan-international-chicago/","10354","page","210","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/kaplan-international-chicago/","","Language-school branch page (210w, EN)"
"/dil-okullari/amerika-dil-okullari/","10355","page","654","TR","KEEP","page","/tr/dil-okullari/amerika/","","Country landing page for language schools in US (654w)"
"/dil-okullari/amerika-dil-okullari/kaplan-international-boston/","10347","page","185","EN","KEEP","institution/languageSchool","/tr/dil-okullari/amerika/kaplan-international-boston/","","Language-school branch page (185w, EN)"
"/dil-okullari/uk/londra/","10329","page","19","EN","MERGE","","","/dil-okullari/uk/londra-dil-okullari/","19-word link stub, same title ""Londra"" as the 167w city hub"
"/dil-okullari/uk/manchester-dil-okullari/","10339","page","154","TR","KEEP","page","/tr/dil-okullari/ingiltere/manchester/","","City landing page (154w) for UK language schools"
"/dil-okullari/kanada-dil-okullari/lsi-international-vancouver/","10164","page","215","TR","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/lsi-international-vancouver/","","Language-school branch page (215w, TR)"
"/dil-okullari/kanada-dil-okullari/st-giles-international-vancouver/","10162","page","155","TR","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/st-giles-vancouver/","","Language-school branch page (155w, TR)"
"/dil-okullari/kanada-dil-okullari/englishpath-in-toronto/","10160","page","356","EN","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/englishpath-in-toronto/","","Language-school branch page (356w, EN)"
"/dil-okullari/kanada-dil-okullari/ec-montreal/","10158","page","155","EN","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/ec-montreal/","","Language-school branch page (155w, EN)"
"/dil-okullari/kanada-dil-okullari/kaplan-international-toronto/","10156","page","120","EN","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/kaplan-international-toronto/","","Language-school branch page (120w, EN)"
"/dil-okullari/kanada-dil-okullari/kaplan-international-vancouver/","10151","page","176","TR","KEEP","institution/languageSchool","/tr/dil-okullari/kanada/kaplan-international-vancouver/","","Language-school branch page (176w, TR)"
